relative_path,major,path_category,category,factory,kind,action,file_size,modified_at,reason,absolute_path
户外照明 工业照明/工作灯/绿晟luxson/LED Worklight Catalogue 2026 - Wellux Lighting.pdf,户外照明 工业照明,工作灯,工作灯,绿晟luxson,catalog,create,15904437,2026-01-15T05:43:17.310Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/工作灯/绿晟luxson/LED Worklight Catalogue 2026 - Wellux Lighting.pdf
户外照明 工业照明/工作灯/启阳/核价/2022-宁波启阳光电目录.pdf,户外照明 工业照明,工作灯,工作灯,启阳,quotation,create,2787655,2022-08-18T03:46:34.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/工作灯/启阳/核价/2022-宁波启阳光电目录.pdf
户外照明 工业照明/户外工厂/工矿灯- 帝景/Catalog Goldenlux 2024.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯- 帝景,catalog,create,39500310,2024-03-11T10:12:17.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯- 帝景/Catalog Goldenlux 2024.pdf
户外照明 工业照明/户外工厂/工矿灯- 帝景/LED High Bay - K(SE) Series Datasheet - No logo.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯- 帝景,spec,create,5676421,2024-03-11T10:27:39.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯- 帝景/LED High Bay - K(SE) Series Datasheet - No logo.pdf
户外照明 工业照明/户外工厂/工矿灯- 帝景/test report/test report/GLS24020075-K-100W-170LM-5000K-70-90D.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯- 帝景,certificate-report,create,422902,2024-03-07T08:09:34.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯- 帝景/test report/test report/GLS24020075-K-100W-170LM-5000K-70-90D.pdf
户外照明 工业照明/户外工厂/工矿灯- 帝景/test report/test report/GLS24020075-K-120W-170LM-5000K-70-90D.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯- 帝景,certificate-report,create,419401,2024-03-07T08:12:03.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯- 帝景/test report/test report/GLS24020075-K-120W-170LM-5000K-70-90D.pdf
户外照明 工业照明/户外工厂/工矿灯- 帝景/test report/test report/GLS24020075-K-150W-170LM-5000K-70-90D.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯- 帝景,certificate-report,create,420023,2024-03-07T08:12:22.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯- 帝景/test report/test report/GLS24020075-K-150W-170LM-5000K-70-90D.pdf
户外照明 工业照明/户外工厂/工矿灯- 帝景/test report/test report/GLS24020075-K-60W-170LM-5000K-70-90D.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯- 帝景,certificate-report,create,423099,2024-03-07T07:52:16.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯- 帝景/test report/test report/GLS24020075-K-60W-170LM-5000K-70-90D.pdf
户外照明 工业照明/户外工厂/工矿灯- 帝景/test report/test report/GLS24020075-K-80W-170LM-5000K-70-90D.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯- 帝景,certificate-report,create,422870,2024-03-07T07:53:41.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯- 帝景/test report/test report/GLS24020075-K-80W-170LM-5000K-70-90D.pdf
户外照明 工业照明/户外工厂/工矿灯- 帝景/test report/test report/GLS24020075-K-90W-170LM-5000K-70-90D.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯- 帝景,certificate-report,create,419591,2024-03-07T07:52:58.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯- 帝景/test report/test report/GLS24020075-K-90W-170LM-5000K-70-90D.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA Inner Box File.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,packaging-image,create,399115,2024-11-08T06:51:23.000Z,文件名/路径含包装或图片关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA Inner Box File.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA100 Carton.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,packaging-image,create,382916,2024-11-12T01:48:25.000Z,文件名/路径含包装或图片关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA100 Carton.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA100 inner box.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,packaging-image,create,406170,2024-11-12T01:50:23.000Z,文件名/路径含包装或图片关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA100 inner box.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA150 Carton.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,packaging-image,create,383125,2024-11-12T01:47:49.000Z,文件名/路径含包装或图片关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA150 Carton.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA150 inner box.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,packaging-image,create,400375,2024-11-12T01:50:56.000Z,文件名/路径含包装或图片关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA150 inner box.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA200 Carton.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,packaging-image,create,382882,2024-11-12T01:47:18.000Z,文件名/路径含包装或图片关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA200 Carton.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA200 inner box.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,packaging-image,create,400400,2024-11-12T01:51:18.000Z,文件名/路径含包装或图片关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HA200 inner box.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HAD Inner and Carton box.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,packaging-image,create,412763,2024-11-08T08:44:50.000Z,文件名/路径含包装或图片关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/包装刀模图/HAD Inner and Carton box.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/规格书资料/UFO Spec. V3.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,spec,create,28017062,2024-11-08T01:40:54.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/规格书资料/UFO Spec. V3.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/3030(PCT) 1W 6V双晶（145-155）R70 规格书 1633.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,spec,create,851437,2024-11-07T07:17:28.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/3030(PCT) 1W 6V双晶（145-155）R70 规格书 1633.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/志和4代 NLIV-规格书/ZH-HBG-120NLIV-260H系列规格书.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,spec,create,931329,2024-07-10T05:51:53.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/志和4代 NLIV-规格书/ZH-HBG-120NLIV-260H系列规格书.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/志和4代 NLIV-规格书/ZH-HBG-150NLIV-260H系列规格书.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,spec,create,1011489,2024-07-10T05:52:38.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/志和4代 NLIV-规格书/ZH-HBG-150NLIV-260H系列规格书.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/志和4代 NLIV-规格书/ZH-HBG-200NLIV-260H系列规格书.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,spec,create,866663,2024-07-10T05:52:56.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/志和4代 NLIV-规格书/ZH-HBG-200NLIV-260H系列规格书.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/志和4代 NLIV-规格书/ZH-HBG-240NLIV-260H系列规格书.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,spec,create,1008932,2024-07-10T05:53:15.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/志和4代 NLIV-规格书/ZH-HBG-240NLIV-260H系列规格书.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/Lifud 7代-规格书/LF-FHB120YD&YJ&YEⅣ 5X 产品规格书 V1.1.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,spec,create,778597,2024-11-08T06:24:22.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/Lifud 7代-规格书/LF-FHB120YD&YJ&YEⅣ 5X 产品规格书 V1.1.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/Lifud 7代-规格书/LF-FHB150YD&YJ&YEⅣ 5X 产品规格书 V1.0.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,spec,create,763353,2024-11-07T06:53:37.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/Lifud 7代-规格书/LF-FHB150YD&YJ&YEⅣ 5X 产品规格书 V1.0.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/Lifud 7代-规格书/LF-FHB200YD&YJ&YEⅣ 5X 产品规格书 V1.0.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,spec,create,775484,2024-11-07T06:53:37.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/驱动规格书/Lifud 7代-规格书/LF-FHB200YD&YJ&YEⅣ 5X 产品规格书 V1.0.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/线条图/HA Driver 线条图.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,other,create,707998,2024-11-08T06:22:53.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/线条图/HA Driver 线条图.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/线条图/HA-侧面-200W线图.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,other,create,157085,2024-07-05T06:16:04.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/线条图/HA-侧面-200W线图.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/线条图/HA-DOB 线条图.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,other,create,311283,2024-10-07T03:08:31.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/线条图/HA-DOB 线条图.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/线条图/HA带电源盒200W-侧面(3).pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,other,create,176763,2024-10-15T11:52:41.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/线条图/HA带电源盒200W-侧面(3).pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/线条图/HA带电源盒200W-正侧面(2).pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,other,create,80180,2024-10-15T11:52:56.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/线条图/HA带电源盒200W-正侧面(2).pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/Test IES/100W 40C+ZH  Ta=25℃温升.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,other,create,4162221,2024-11-08T06:24:18.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/Test IES/100W 40C+ZH  Ta=25℃温升.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/Test IES/150W 40C+ZH  Ta=27.5℃温升.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,other,create,1807598,2024-11-08T06:24:26.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/Test IES/150W 40C+ZH  Ta=27.5℃温升.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/Test IES/200W 40C+ZH  Ta=27.5℃温升.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,other,create,1747784,2024-11-08T06:24:16.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/Test IES/200W 40C+ZH  Ta=27.5℃温升.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/Test IES/HA100 DOB 1030mil-E.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,other,create,279454,2024-11-08T06:23:57.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/Test IES/HA100 DOB 1030mil-E.pdf
