path,category,factory,classification,reason,estimated_products
户外照明 工业照明/工作灯/绿晟luxson/绿晟工作灯报价2026-1-13/价格对比/绿晟-R07R08R09充电灯报价单LS202601.xls,工作灯,绿晟luxson,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,12
户外照明 工业照明/工作灯/绿晟luxson/绿晟工作灯报价2026-1-13/价格对比/绿晟-R12三面折叠款充电灯报价单LS202601.xls,工作灯,绿晟luxson,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,13
户外照明 工业照明/工作灯/绿晟luxson/绿晟工作灯报价2026-1-13/价格对比/绿晟-R21充电灯报价单LS202601.xls,工作灯,绿晟luxson,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；全新品类,11
户外照明 工业照明/工作灯/绿晟luxson/绿晟工作灯报价2026-1-13/绿晟--R03充电灯报价单LS202601.xls,工作灯,绿晟luxson,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；全新品类,11
户外照明 工业照明/工作灯/绿晟luxson/绿晟工作灯报价2026-1-13/绿晟--R05充电灯报价单LS202601.xls,工作灯,绿晟luxson,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；全新品类,10
户外照明 工业照明/工作灯/绿晟luxson/绿晟工作灯报价2026-1-13/绿晟-R01充电灯报价单LS202601.xls,工作灯,绿晟luxson,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；全新品类,11
户外照明 工业照明/工作灯/绿晟luxson/绿晟工作灯报价2026-1-13/绿晟-R02三面折叠款充电灯报价单LS202601 不能推法国.xls,工作灯,绿晟luxson,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,13
户外照明 工业照明/工作灯/绿晟luxson/绿晟工作灯报价2026-1-13/绿晟-R06充电灯报价单LS202601.xls,工作灯,绿晟luxson,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；全新品类,11
户外照明 工业照明/工作灯/绿晟luxson/绿晟工作灯报价2026-1-13/绿晟-R07R08R09充电灯报价单LS202601.xls,工作灯,绿晟luxson,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,12
户外照明 工业照明/工作灯/绿晟luxson/绿晟工作灯报价2026-1-13/绿晟-R12三面折叠款充电灯报价单LS202601.xls,工作灯,绿晟luxson,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,13
户外照明 工业照明/工作灯/绿晟luxson/绿晟工作灯报价2026-1-13/绿晟-R21充电灯报价单LS202601.xls,工作灯,绿晟luxson,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；全新品类,11
户外照明 工业照明/工作灯/启阳/核价/核价wellux quotation of flood light 20220316.xls,工作灯,启阳,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,12
户外照明 工业照明/工作灯/启阳/核价/宁波启阳220331-充电灯系列RMB报价.xls,工作灯,启阳,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,42
户外照明 工业照明/工作灯/启阳/宁波启阳230906-充电灯1-3系列RMB报价.xls,工作灯,启阳,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,53
户外照明 工业照明/工作灯/启阳/宁波启阳230906-工作灯系列RMB报价-4代工作灯.xls,工作灯,启阳,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,27
户外照明 工业照明/工作灯/启阳/宁波启阳230906-AC工作灯系列RMB报价.xls,工作灯,启阳,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,57
户外照明 工业照明/户外工厂/凯晟德/2023年4月/汇浮产品装箱清.xlsx,户外工厂-未判定,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,20
户外照明 工业照明/户外工厂/凯晟德/2023年4月/KCD-TG-01quotation 0328.xlsx,户外工厂-未判定,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,43
户外照明 工业照明/户外工厂/凯晟德/2023年4月/TR-ES Qoutation to 汇孚 20230711.xlsx,户外工厂-未判定,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,44
户外照明 工业照明/户外工厂/凯晟德/2023年4月/TR01-E 0317.xlsx,户外工厂-未判定,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,21
户外照明 工业照明/户外工厂/凯晟德/2023年9月/TR-ES Qoutation to 20230919低配.xlsx,户外工厂-未判定,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,44
户外照明 工业照明/户外工厂/凯晟德/2023年9月/TR-ES Qoutation to 20230919高配.xlsx,户外工厂-未判定,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,44
户外照明 工业照明/户外工厂/凯晟德/202410/TG-01working lamp - KCD 20240521.xlsx,户外工厂-未判定,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,54
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/KCD-TG-E工作灯240521.xlsx,户外工厂-未判定,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,43
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/TG-01working lamp - KCD 20240521.xlsx,户外工厂-未判定,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,54
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/TR-ES Qoutation  20240521.xlsx,户外工厂-未判定,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,63
户外照明 工业照明/户外工厂/凯晟德/202504报价/KCD-TB qoutation20250527.xlsx,户外工厂-未判定,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,70
户外照明 工业照明/户外工厂/凯晟德/202511香港展更新/KCD RM qoutation251117更.xlsx,户外工厂-未判定,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,54
户外照明 工业照明/户外工厂/凯晟德/202511香港展更新/LK-S  model Light 250W qoutation251118.xlsx,户外工厂-未判定,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,42
户外照明 工业照明/户外工厂/凯晟德/202511香港展更新/LS model Light 100W qoutation251118.xlsx,户外工厂-未判定,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,66
户外照明 工业照明/户外工厂/绿晟/202311/绿晟--F15系列泛光灯报价单不足瓦LS202311.xls,户外工厂-未判定,绿晟,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,22
户外照明 工业照明/户外工厂/绿晟/202311/绿晟--F15系列泛光灯报价单LS202311.xls,户外工厂-未判定,绿晟,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,22
户外照明 工业照明/户外工厂/绿晟/202410/绿晟--F15系列泛光灯报价单LS202410.xls,户外工厂-未判定,绿晟,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,22
户外照明 工业照明/户外工厂/绿晟/202412/绿晟F22--伊特迷你三代xlsx.xlsx,户外工厂-未判定,绿晟,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,9
户外照明 工业照明/户外工厂/绿晟/202510/绿晟--F15系列泛光灯报价单LS202512.xls,户外工厂-未判定,绿晟,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,22
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/充电灯DC/绿晟--R03充电灯报价单LS202403_冲突文件_lenovo_20240827100401.xls,户外工厂-未判定,绿晟,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；户外工厂混合目录，文件名/sheet 名未能明确判断品类,9
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/充电灯DC/绿晟--R03充电灯报价单LS202403.xls,户外工厂-未判定,绿晟,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；户外工厂混合目录，文件名/sheet 名未能明确判断品类,9
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/充电灯DC/绿晟-R01充电灯报价单LS202403_冲突文件_lenovo_20240827100401.xls,户外工厂-未判定,绿晟,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；户外工厂混合目录，文件名/sheet 名未能明确判断品类,11
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/充电灯DC/绿晟-R01充电灯报价单LS202403.xls,户外工厂-未判定,绿晟,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；户外工厂混合目录，文件名/sheet 名未能明确判断品类,11
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/充电灯DC/绿晟-R02三面折叠款充电灯报价单LS202403_冲突文件_lenovo_20240827100401.xls,户外工厂-未判定,绿晟,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,11
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/充电灯DC/绿晟-R02三面折叠款充电灯报价单LS202403.xls,户外工厂-未判定,绿晟,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,11
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/充电灯DC/绿晟-R06充电灯报价单LS202403_冲突文件_lenovo_20240827100401.xls,户外工厂-未判定,绿晟,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；户外工厂混合目录，文件名/sheet 名未能明确判断品类,11
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/充电灯DC/绿晟-R06充电灯报价单LS202403.xls,户外工厂-未判定,绿晟,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；户外工厂混合目录，文件名/sheet 名未能明确判断品类,11
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/充电灯DC/绿晟-R07R08R09充电灯报价单LS202403.xls,户外工厂-未判定,绿晟,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,12
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/工作灯AC/绿晟-W12F款工作灯报价单20W50W.xls,户外工厂-未判定,绿晟,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确；户外工厂混合目录，文件名/sheet 名未能明确判断品类,10
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/工作灯AC/绿晟-W12F款工作灯报价单LS202403.xls,户外工厂-未判定,绿晟,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,20
户外照明 工业照明/户外工厂/伊特/2023/0731 TG111波兰产品报价 迷你二代线性足瓦过新ERP 202308.xlsx,户外工厂-未判定,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,15
户外照明 工业照明/户外工厂/伊特/2023/杰莱特 猛禽二代报价 全 202310月.xlsx,户外工厂-未判定,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,73
户外照明 工业照明/户外工厂/伊特/2025/11.26 GK30战神UFO六代.xlsx,户外工厂-未判定,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,5
户外照明 工业照明/户外工厂/伊特/2026/4.25 产品报价-含税.xlsx,户外工厂-未判定,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；户外工厂混合目录，文件名/sheet 名未能明确判断品类,115
户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/UFO 战神2代   线性/UFO二代线性谐波应用参数.xls,户外工厂-未判定,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,3
户外照明 工业照明/户外工厂/伊特/装箱数据/迷你二代产品包装尺寸-更改后6.5.xlsx,户外工厂-未判定,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,25
户外照明 工业照明/户外工厂/伊特/装箱数据/TG128猛禽二代 包装尺寸.xlsx,户外工厂-未判定,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,10
户外照明 工业照明/户外工厂/伊特/装箱数据/TG37 足功率最新装箱尺寸..xlsx,户外工厂-未判定,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,16
户外照明 工业照明/户外工厂/伊特/装箱数据/TG85-猛禽系列装箱尺寸.xlsx,户外工厂-未判定,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；户外工厂混合目录，文件名/sheet 名未能明确判断品类,18
